PR,merge_sha,merge_date,run_sha,run_date,latency
23749,6515923e22,2020-06-09T11:55:25+00:00,6515923e22,2020-06-09T13:10:25.521329Z,75.00868881666666
23750,bdb5d60007,2020-05-25T16:16:33+00:00,bdb5d60007,2020-05-25T17:31:26.06579Z,74.88442983333333
23751,a233bdbf15,2020-05-26T22:00:43+00:00,a233bdbf15,2020-05-26T23:51:22.203375Z,110.65338958333334
23752,e8443dc565,2020-05-25T23:57:26+00:00,e8443dc565,2020-05-26T01:13:58.402502Z,76.5400417
23753,c99723afe3,2020-05-31T06:34:28+00:00,c99723afe3,2020-05-31T07:48:15.897728Z,73.79829546666666
23754,d94c7aa1d9,2020-05-28T17:38:11+00:00,d94c7aa1d9,2020-05-28T18:51:14.852738Z,73.0642123
23755,1f65a31f2b,2020-05-25T15:55:28+00:00,1f65a31f2b,2020-05-25T17:09:58.587706Z,74.5097951
23757,9110e60b4f,2020-05-26T03:15:05+00:00,9110e60b4f,2020-05-26T04:32:08.233724Z,77.0538954
23758,546dd707ac,2020-05-26T14:31:32+00:00,546dd707ac,2020-05-26T15:45:13.160123Z,73.68600205
23759,82b3595ce0,2020-05-26T03:16:03+00:00,82b3595ce0,2020-05-26T04:38:28.785118Z,82.42975196666666
23760,3c20a28087,2020-05-27T00:20:08+00:00,3c20a28087,2020-05-27T01:33:10.305571Z,73.03842618333333
23761,b2d87a1427,2020-05-26T08:41:31+00:00,b2d87a1427,2020-05-26T09:56:18.458556Z,74.79097593333333
23762,59de1241e9,2020-06-05T15:23:02+00:00,59de1241e9,2020-06-05T16:34:47.947027Z,71.76578378333333
23763,1034f7d9a2,2020-05-26T21:59:09+00:00,1034f7d9a2,2020-05-26T23:33:36.724692Z,94.4620782
23764,7b2a45cc80,2020-06-26T22:05:38+00:00,319e695911,2020-06-26T23:23:58.847223Z,78.34745371666666
23765,1c152f0e99,2020-05-26T12:05:50+00:00,1c152f0e99,2020-05-26T13:22:01.739723Z,76.19566205
23767,d004c9c8e0,2020-05-26T19:44:20+00:00,d004c9c8e0,2020-05-26T20:58:23.810727Z,74.06351211666667
23768,9e09dd05f8,2020-05-29T22:01:13+00:00,9e09dd05f8,2020-05-29T23:14:48.19159Z,73.5865265
23769,86b883d521,2020-05-27T14:32:11+00:00,86b883d521,2020-05-27T15:44:14.238004Z,72.05396673333333
23770,d0d526f742,2020-06-04T14:51:34+00:00,d0d526f742,2020-06-04T16:08:52.077076Z,77.30128459999999
23771,258a3a54cb,2020-06-09T14:20:24+00:00,258a3a54cb,2020-06-09T15:38:38.157276Z,78.2359546
23772,b4205f9f8b,2020-06-02T16:57:00+00:00,c20b45a035,2020-06-02T18:48:45.04197Z,111.75069950000001
23773,5161023472,2020-05-26T22:01:07+00:00,5161023472,2020-05-26T23:59:38.993544Z,118.53322573333334
23774,cbfde04695,2020-05-26T15:28:13+00:00,cbfde04695,2020-05-26T16:41:36.242284Z,73.38737139999999
23775,baaeb9f355,2020-05-26T21:12:55+00:00,baaeb9f355,2020-05-26T22:46:35.380524Z,93.67300873333333
23776,c21265d712,2020-05-26T20:41:09+00:00,c21265d712,2020-05-26T21:56:04.9908Z,74.93318
23777,2d15a10a5b,2020-05-28T18:55:00+00:00,2d15a10a5b,2020-05-28T20:09:20.476786Z,74.34127976666667
23779,c81ab1e247,2020-05-26T23:58:52+00:00,c81ab1e247,2020-05-27T01:13:02.52691Z,74.17544849999999
23780,4d305fd635,2020-05-26T21:58:42+00:00,4d305fd635,2020-05-26T23:26:11.901014Z,87.49835023333334
23782,3ddd3b7041,2020-05-27T00:40:28+00:00,3ddd3b7041,2020-05-27T02:13:54.30593Z,93.43843216666667
23783,6a76a185f9,2020-05-27T19:27:52+00:00,6a76a185f9,2020-05-27T20:45:50.836827Z,77.98061378333334
23784,14401ce76c,2020-05-27T01:22:49+00:00,14401ce76c,2020-05-27T02:33:20.351077Z,70.52251795000001
23786,4d53adfdfb,2020-05-27T10:12:44+00:00,4d53adfdfb,2020-05-27T11:27:07.631489Z,74.39385815
23787,2b417d90d1,2020-05-27T10:27:33+00:00,2b417d90d1,2020-05-27T11:41:33.344672Z,74.00574453333334
23790,89e04178ba,2020-05-27T13:40:02+00:00,89e04178ba,2020-05-27T14:54:53.081788Z,74.85136313333334
23791,114f442328,2020-05-27T13:40:50+00:00,114f442328,2020-05-27T15:09:01.983336Z,88.19972226666667
23792,6b6551b4de,2020-05-27T13:42:14+00:00,6b6551b4de,2020-05-27T15:13:04.902234Z,90.84837056666667
23794,a1bdc5baa9,2020-05-27T15:02:07+00:00,a1bdc5baa9,2020-05-27T16:19:44.208801Z,77.62014668333333
23795,2e45d1610c,2020-06-02T10:59:35+00:00,d5aae4ab7f,2020-06-02T15:53:55.581125Z,294.34301875
23796,ccdf5417be,2020-05-27T15:34:14+00:00,ccdf5417be,2020-05-27T16:47:56.086219Z,73.70143698333332
23797,5c34fc6303,2020-05-28T07:45:03+00:00,5c34fc6303,2020-05-28T08:58:01.295392Z,72.97158986666666
23798,06fdf531b4,2020-06-17T02:02:35+00:00,06fdf531b4,2020-06-17T03:12:35.591487Z,70.00985811666666
23800,d349e282be,2020-05-27T18:59:31+00:00,d349e282be,2020-05-27T20:11:56.801371Z,72.43002284999999
23801,835f83fdbb,2020-05-28T12:52:08+00:00,835f83fdbb,2020-05-28T14:03:21.173361Z,71.21955601666667
23802,eae38fb69e,2020-05-28T20:58:14+00:00,8473fe9892,2020-05-28T23:05:10.394073Z,126.93990121666667
23803,3c61142c54,2020-05-29T11:47:20+00:00,3c61142c54,2020-05-29T13:32:54.75925Z,105.57932083333334
23804,cae0c3150d,2020-05-28T14:49:55+00:00,cae0c3150d,2020-05-28T16:09:10.317111Z,79.25528518333334
23805,b271f57185,2020-05-28T19:37:59+00:00,b271f57185,2020-05-28T20:48:42.424028Z,70.7237338
23806,179d291dc7,2020-05-28T00:37:17+00:00,179d291dc7,2020-05-28T01:50:59.509254Z,73.70848756666666
23810,d90c41e355,2020-05-28T19:13:20+00:00,d90c41e355,2020-05-28T20:25:33.456688Z,72.22427813333334
23811,28268bf41c,2020-05-29T11:47:50+00:00,28268bf41c,2020-05-29T13:38:46.476957Z,110.94128261666667
23812,0eae7c0e28,2020-05-28T02:34:29+00:00,0eae7c0e28,2020-05-28T03:49:39.883725Z,75.18139541666666
23813,7fac8c069d,2020-05-29T11:46:47+00:00,7fac8c069d,2020-05-29T13:25:28.698264Z,98.69497106666667
23815,183e1ac327,2020-05-29T05:02:45+00:00,183e1ac327,2020-05-29T06:18:13.306653Z,75.47177755
23816,fd60ba25a0,2020-06-02T06:54:04+00:00,fd60ba25a0,2020-06-02T08:07:59.84247Z,73.93070783333333
23817,5389f61985,2020-05-28T07:01:41+00:00,5c34fc6303,2020-05-28T08:58:01.295392Z,116.33825653333334
23818,883bf1307a,2020-06-04T06:29:39+00:00,883bf1307a,2020-06-04T07:52:30.356886Z,82.85594809999999
23821,66af89be21,2020-05-29T11:49:15+00:00,66af89be21,2020-05-29T13:47:34.016764Z,118.31694606666666
23822,ffd52947d3,2020-05-28T08:20:27+00:00,ffd52947d3,2020-05-28T09:33:03.786648Z,72.6131108
23823,8473fe9892,2020-05-28T21:51:43+00:00,8473fe9892,2020-05-28T23:05:10.394073Z,73.45656788333334
23825,f233cde21f,2020-06-05T21:24:03+00:00,f233cde21f,2020-06-05T22:37:00.572335Z,72.95953891666666
23826,7766770415,2020-05-29T05:57:47+00:00,7766770415,2020-05-29T07:11:03.190276Z,73.26983793333333
23827,abfd8c9729,2020-06-06T06:04:29+00:00,abfd8c9729,2020-06-06T07:17:06.263758Z,72.62106263333334
23834,57a1624a1d,2020-05-29T11:42:14+00:00,57a1624a1d,2020-05-29T12:53:08.151053Z,70.90251755
23835,b0cfc1cbad,2020-05-28T21:57:41+00:00,b0cfc1cbad,2020-05-28T23:23:25.254872Z,85.73758120000001
23836,de1a9d5200,2020-05-28T19:57:06+00:00,de1a9d5200,2020-05-28T21:29:41.071887Z,92.58453145
23837,fa5f0edd48,2020-06-25T01:14:27+00:00,fa5f0edd48,2020-06-25T02:24:40.537127Z,70.22561878333333
23843,c9b407e111,2020-06-02T04:15:28+00:00,c9b407e111,2020-06-02T05:43:53.725525Z,88.42875875
23844,1e1431774d,2020-06-03T20:47:44+00:00,1e1431774d,2020-06-03T22:00:46.229742Z,73.03716236666668
23845,8cc85ffda7,2020-05-29T11:01:35+00:00,8cc85ffda7,2020-05-29T12:27:16.559001Z,85.69265001666666
23846,c95adf4797,2020-05-29T11:00:32+00:00,c95adf4797,2020-05-29T12:25:52.097224Z,85.33495373333334
23847,a0740be4f6,2020-06-01T19:24:13+00:00,a0740be4f6,2020-06-01T20:57:03.300623Z,92.83834371666667
23848,b8439ba3e9,2020-05-29T14:26:58+00:00,b8439ba3e9,2020-05-29T15:38:48.983998Z,71.8497333
23849,83c0789c23,2020-05-29T23:29:35+00:00,83c0789c23,2020-05-30T00:59:42.802089Z,90.13003481666667
23850,e529eb9501,2020-05-29T08:00:10+00:00,e529eb9501,2020-05-29T09:16:29.137462Z,76.3189577
23851,2dafbca546,2020-05-29T01:08:00+00:00,2dafbca546,2020-05-29T02:20:55.414773Z,72.92357955000001
23852,2a3f0b8d42,2020-05-29T22:20:45+00:00,2a3f0b8d42,2020-05-29T23:33:15.785099Z,72.51308498333333
23854,50b286c072,2020-05-29T05:29:59+00:00,50b286c072,2020-05-29T06:43:41.160523Z,73.70267538333333
23855,c4a7c9dfd2,2020-05-29T10:55:04+00:00,c4a7c9dfd2,2020-05-29T12:11:29.691193Z,76.42818654999999
23857,fa2a76adfc,2020-05-29T11:04:25+00:00,fa2a76adfc,2020-05-29T12:42:11.574614Z,97.77624356666666
23859,f4200a5722,2020-05-29T13:01:09+00:00,f4200a5722,2020-05-29T14:12:07.760177Z,70.97933628333334
23860,ebe69e97a1,2020-06-29T22:00:44+00:00,ebe69e97a1,2020-06-29T23:13:08.056145Z,72.40093574999999
23863,d28d7c87e6,2020-05-29T18:50:52+00:00,d28d7c87e6,2020-05-29T20:04:16.293596Z,73.40489326666668
23864,c4fef962c5,2020-06-17T00:05:04+00:00,c4fef962c5,2020-06-17T01:50:51.754343Z,105.79590571666667
23865,bfb60a4beb,2020-06-06T05:14:46+00:00,bfb60a4beb,2020-06-06T07:07:52.452686Z,113.10754476666666
23871,0bd9ac7724,2020-05-29T23:21:21+00:00,0bd9ac7724,2020-05-30T00:34:26.012898Z,73.0835483
23872,0074395edc,2020-05-29T22:39:38+00:00,0074395edc,2020-05-29T23:51:32.473592Z,71.9078932
23873,29da7063b3,2020-05-29T23:59:01+00:00,29da7063b3,2020-05-30T01:10:11.994785Z,71.18324641666666
23874,b84ed32df2,2020-05-29T23:29:16+00:00,b84ed32df2,2020-05-30T00:45:02.985298Z,75.78308829999999
23878,d3ea88514a,2020-06-01T18:28:56+00:00,d3ea88514a,2020-06-01T19:48:58.293352Z,80.03822253333333
23879,d63ecea2d7,2020-05-30T14:00:01+00:00,d63ecea2d7,2020-05-30T15:18:12.252967Z,78.18754945
23881,b872da389d,2020-06-10T21:58:07+00:00,b872da389d,2020-06-10T23:34:11.469086Z,96.07448476666667
23882,96c8beb60e,2020-06-10T21:55:06+00:00,b872da389d,2020-06-10T23:34:11.469086Z,99.09115143333334
23883,f5dbcc58e5,2020-06-01T13:06:30+00:00,f5dbcc58e5,2020-06-01T14:17:13.206894Z,70.7201149
23884,dca5b85512,2020-05-30T14:00:36+00:00,dca5b85512,2020-05-30T15:21:26.645297Z,80.84408828333333
23886,265d93de89,2020-06-04T05:34:46+00:00,265d93de89,2020-06-04T06:49:30.757283Z,74.74595471666666
23888,79acbca895,2020-06-01T21:49:08+00:00,79acbca895,2020-06-01T23:05:08.586547Z,76.00977578333332
23889,52575c9d7c,2020-06-02T18:19:03+00:00,52575c9d7c,2020-06-02T19:44:11.126681Z,85.13544468333333
23890,0c7114b204,2020-06-01T22:39:53+00:00,0c7114b204,2020-06-02T00:13:36.470432Z,93.7245072
23891,a58844e7f0,2020-06-04T16:42:48+00:00,a58844e7f0,2020-06-04T17:17:33.584032Z,34.75973386666667
23893,561feabe2b,2020-06-01T16:15:57+00:00,561feabe2b,2020-06-01T17:48:42.557152Z,92.75928586666667
23894,04698f643c,2020-06-01T22:54:16+00:00,04698f643c,2020-06-02T00:24:55.00266Z,90.65004433333334
23897,d5aae4ab7f,2020-06-02T14:17:49+00:00,d5aae4ab7f,2020-06-02T15:53:55.581125Z,96.10968541666666
23900,4c2484a55b,2020-06-02T20:18:54+00:00,4c2484a55b,2020-06-02T23:18:58.224327Z,180.07040545
23902,090f052c18,2020-06-09T23:45:06+00:00,090f052c18,2020-06-10T00:57:36.157633Z,72.50262721666667
23903,d3c2fe92d5,2020-06-02T00:01:45+00:00,d3c2fe92d5,2020-06-02T01:15:53.703472Z,74.14505786666668
23904,1e92a2bbad,2020-06-02T02:35:08+00:00,1e92a2bbad,2020-06-02T04:09:16.991035Z,94.14985058333333
23906,c20b45a035,2020-06-02T17:33:34+00:00,c20b45a035,2020-06-02T18:48:45.04197Z,75.18403283333333
23907,5cf5c990b4,2020-06-02T10:43:35+00:00,5cf5c990b4,2020-06-02T11:58:01.404371Z,74.44007284999999
23909,cbb4b64833,2020-06-03T15:45:46+00:00,cbb4b64833,2020-06-03T17:19:06.549891Z,93.34249818333333
23910,df6a748a3e,2020-06-04T01:01:09+00:00,39af2cfd9c,2020-06-04T02:31:51.544299Z,90.70907165
23911,5d0dcf0142,2020-06-02T22:23:45+00:00,5d0dcf0142,2020-06-02T23:37:02.862733Z,73.29771221666667
23912,57bee5d4f8,2020-06-02T17:15:38+00:00,c20b45a035,2020-06-02T18:48:45.04197Z,93.11736616666667
23913,39af2cfd9c,2020-06-04T01:19:14+00:00,39af2cfd9c,2020-06-04T02:31:51.544299Z,72.62573831666667
23914,46d3e55329,2020-06-04T19:07:11+00:00,46d3e55329,2020-06-04T20:39:01.314479Z,91.83857465
23915,0546635a0f,2020-06-02T15:44:45+00:00,6fba8fd9df,2020-06-02T18:09:42.97145Z,144.96619083333331
23916,6fba8fd9df,2020-06-02T16:35:34+00:00,6fba8fd9df,2020-06-02T18:09:42.97145Z,94.14952416666667
23917,41f4fd6d3d,2020-06-02T20:05:10+00:00,41f4fd6d3d,2020-06-02T21:49:12.056187Z,104.03426978333333
23920,15536297d8,2020-06-03T00:07:23+00:00,15536297d8,2020-06-03T01:30:06.293136Z,82.72155226666668
23921,e4734e8bef,2020-06-03T23:37:36+00:00,e4734e8bef,2020-06-04T00:49:54.216855Z,72.30361425
23922,a43cfa2dd3,2020-06-03T07:36:38+00:00,a43cfa2dd3,2020-06-03T08:54:44.677774Z,78.11129623333333
23924,6eb518483c,2020-06-03T07:21:53+00:00,6eb518483c,2020-06-03T08:38:04.836507Z,76.19727511666666
23925,f9b7b656af,2020-06-04T18:49:58+00:00,f9b7b656af,2020-06-04T20:05:36.138995Z,75.63564991666667
23926,2f1a12e572,2020-06-03T09:34:23+00:00,2f1a12e572,2020-06-03T11:02:58.704363Z,88.59507271666666
23927,258464412e,2020-06-06T21:53:32+00:00,258464412e,2020-06-06T23:08:33.552607Z,75.02587678333333
23929,90379adf70,2020-06-05T05:47:16+00:00,90379adf70,2020-06-05T06:59:46.903574Z,72.51505956666666
23930,76f41a5c24,2020-06-04T00:43:10+00:00,76f41a5c24,2020-06-04T01:54:59.234038Z,71.8205673
23931,47a3be58b2,2020-06-03T09:17:36+00:00,47a3be58b2,2020-06-03T10:37:42.755986Z,80.11259976666666
23932,a711e1960b,2020-06-03T07:26:33+00:00,a711e1960b,2020-06-03T08:40:17.848804Z,73.74748006666667
23933,8964661ee4,2020-06-03T07:52:24+00:00,8964661ee4,2020-06-03T09:10:19.686119Z,77.92810198333333
23934,8faaf767a7,2020-06-03T09:26:54+00:00,8faaf767a7,2020-06-03T10:46:12.138976Z,79.30231626666667
23935,86610ed768,2020-06-03T10:21:32+00:00,86610ed768,2020-06-03T11:41:27.056059Z,79.91760098333333
23936,e8a0852fa4,2020-06-03T08:54:32+00:00,47a3be58b2,2020-06-03T10:37:42.755986Z,103.17926643333334
23938,dc423abead,2020-06-04T17:01:40+00:00,dc423abead,2020-06-04T17:39:23.282527Z,37.72137545
23939,29982ce8a4,2020-06-03T10:06:47+00:00,29982ce8a4,2020-06-03T11:37:48.969229Z,91.03282048333334
23940,70034484ba,2020-06-03T16:04:24+00:00,70034484ba,2020-06-03T17:37:36.225636Z,93.2037606
23941,81785c7e2e,2020-06-19T17:15:28+00:00,81785c7e2e,2020-06-19T18:29:46.760949Z,74.31268248333335
23942,8224cbf867,2020-06-03T13:04:38+00:00,8224cbf867,2020-06-03T14:18:06.996412Z,73.48327353333335
23944,9280dad6d9,2020-06-06T04:10:22+00:00,9280dad6d9,2020-06-06T05:25:16.34959Z,74.9058265
23945,596273ec31,2020-06-03T15:18:57+00:00,596273ec31,2020-06-03T16:32:40.844865Z,73.73074775
23946,5c06da35ce,2020-06-03T21:12:26+00:00,5c06da35ce,2020-06-03T22:30:08.998025Z,77.71663375
23948,6a9cd8a4bb,2020-06-03T17:24:54+00:00,6a9cd8a4bb,2020-06-03T18:40:36.899136Z,75.7149856
23950,f981b4ba0b,2020-06-03T17:22:03+00:00,f981b4ba0b,2020-06-03T18:40:08.713732Z,78.09522886666667
23951,57589b7d53,2020-06-04T06:14:42+00:00,883bf1307a,2020-06-04T07:52:30.356886Z,97.8059481
23953,5710565c2a,2020-06-08T19:50:42+00:00,5710565c2a,2020-06-08T21:24:35.970913Z,93.89951521666667
23954,093d629268,2020-06-04T11:11:59+00:00,093d629268,2020-06-04T12:24:44.361175Z,72.75601958333333
23956,e1cf4bfc50,2020-06-05T13:28:13+00:00,e1cf4bfc50,2020-06-05T14:42:17.18484Z,74.06974733333332
23957,555a1b3c9c,2020-06-10T22:19:55+00:00,555a1b3c9c,2020-06-10T23:46:20.734883Z,86.42891471666667
23959,7b2dc30ba7,2020-06-03T21:01:57+00:00,7b2dc30ba7,2020-06-03T22:20:30.402941Z,78.55671568333334
23961,80836cc038,2020-06-11T15:17:22+00:00,80836cc038,2020-06-11T16:31:17.504598Z,73.92507663333335
23963,a9c251780f,2020-06-03T20:33:29+00:00,a9c251780f,2020-06-03T22:00:01.031873Z,86.53386455
23964,3720a98370,2020-06-17T13:29:31+00:00,3720a98370,2020-06-17T14:43:40.016641Z,74.15027735
23965,e4d8638d65,2020-06-11T21:37:20+00:00,e4d8638d65,2020-06-11T23:00:07.955657Z,82.79926095
23966,8b32fd084d,2020-06-04T02:49:02+00:00,8b32fd084d,2020-06-04T04:41:52.171346Z,112.8361891
23967,063cef1e8c,2020-06-04T10:32:20+00:00,063cef1e8c,2020-06-04T11:45:52.076497Z,73.53460828333333
23970,a7c3e215fb,2020-06-04T16:42:57+00:00,a7c3e215fb,2020-06-04T17:23:30.243745Z,40.55406241666667
23972,3c9f5c78f2,2020-06-08T13:45:20+00:00,3c9f5c78f2,2020-06-08T15:18:32.332876Z,93.20554793333334
23974,7e369076c1,2020-06-05T11:23:37+00:00,7e369076c1,2020-06-05T12:36:32.67274Z,72.927879
23977,c21a15c834,2020-06-04T10:58:07+00:00,093d629268,2020-06-04T12:24:44.361175Z,86.62268625
23978,484a302fe0,2020-06-04T16:00:59+00:00,484a302fe0,2020-06-04T16:19:27.122531Z,18.46870885
23979,e00ec6eab3,2020-06-22T07:58:58+00:00,e00ec6eab3,2020-06-22T09:35:51.431239Z,96.89052065
23981,395a37da2f,2020-06-05T05:27:53+00:00,395a37da2f,2020-06-05T06:39:40.368797Z,71.78947995
23982,c92a4daffd,2020-06-04T16:01:24+00:00,c92a4daffd,2020-06-04T16:20:51.261357Z,19.45435595
23983,268758f4a4,2020-06-04T14:45:18+00:00,268758f4a4,2020-06-04T15:57:01.545889Z,71.72576481666667
23984,462a8a709d,2020-06-04T14:27:13+00:00,462a8a709d,2020-06-04T15:44:58.027574Z,77.75045956666666
23986,051d1301d1,2020-06-08T15:13:22+00:00,051d1301d1,2020-06-08T16:58:01.584268Z,104.65973779999999
23988,e5c3d03719,2020-06-04T16:15:29+00:00,c9aa613adb,2020-06-04T16:54:46.828489Z,39.297141483333334
23989,c9aa613adb,2020-06-04T16:16:05+00:00,c9aa613adb,2020-06-04T16:54:46.828489Z,38.69714148333333
23992,b4d66ec03d,2020-06-10T17:48:24+00:00,88ed84a2dc,2020-06-10T19:24:19.973547Z,95.93289245
23993,e686e081fb,2020-06-08T20:16:28+00:00,e686e081fb,2020-06-08T21:32:53.410968Z,76.42351613333334
23994,70225fa887,2020-06-04T19:07:21+00:00,70225fa887,2020-06-04T20:47:12.974633Z,99.86624388333333
23995,2a16c89879,2020-06-05T01:19:11+00:00,2a16c89879,2020-06-05T02:32:10.522941Z,72.99204901666667
23996,fd56e14e56,2020-06-05T19:32:10+00:00,fd56e14e56,2020-06-05T21:06:04.633503Z,93.91055838333334
23998,55999f0667,2020-06-18T13:13:52+00:00,55999f0667,2020-06-18T14:46:03.936499Z,92.19894165000001
23999,f7e7059d37,2020-06-05T03:07:09+00:00,f7e7059d37,2020-06-05T04:20:29.446949Z,73.34078248333334
24000,7ab56937c9,2020-06-04T21:34:39+00:00,7ab56937c9,2020-06-04T23:22:18.437453Z,107.65729088333333
24001,ef7856c04e,2020-06-05T09:27:05+00:00,ef7856c04e,2020-06-05T10:43:40.610682Z,76.59351136666668
24003,2ff9124e82,2020-06-05T23:39:00+00:00,2ff9124e82,2020-06-06T00:51:39.500067Z,72.65833445
24004,4c0f45c865,2020-06-05T15:54:05+00:00,4c0f45c865,2020-06-05T17:05:12.136159Z,71.11893598333333
24005,32e2b2e51c,2020-06-05T04:23:04+00:00,32e2b2e51c,2020-06-05T05:56:41.017588Z,93.61695979999999
24006,5e0d34b92a,2020-06-05T17:30:11+00:00,5e0d34b92a,2020-06-05T18:59:40.640191Z,89.49400318333333
24008,98540f114d,2020-06-09T15:53:46+00:00,4e76cd0bf9,2020-06-09T17:29:00.530866Z,95.2421811
24009,3cbf8e150b,2020-06-05T14:08:00+00:00,3cbf8e150b,2020-06-05T15:59:15.924964Z,111.26541606666666
24011,7d60df8b68,2020-06-08T10:50:30+00:00,7d60df8b68,2020-06-08T12:25:35.326655Z,95.08877758333333
24012,986d3c83b7,2020-06-05T22:08:32+00:00,986d3c83b7,2020-06-05T23:21:44.164317Z,73.20273861666666
